Customer ID,Age,Preferred Platform,Order Frequency,Order Type,Delivery Time Preference,Delivery Speed Preference,Satisfaction Rating,Payment Method,Discount Usage,Restaurant Rating,Order Size
CUST0442,45,Uber Eats,Weekly,Fast Food,Afternoon,Slow,2.0293463814844497,Debit Card,Yes,1.229646089213643,Large
CUST0443,35,Zomato,Monthly,Fast Food,Evening,Medium,4.122925194322975,Credit Card,Yes,3.9736378278091804,Medium
CUST0444,20,Swiggy,Monthly,Beverages,Afternoon,Medium,2.1091499262185676,Cash on Delivery,Yes,3.2166390994068683,Small
CUST0445,18,Zomato,Weekly,Healthy Food,Night,Slow,1.2495495195030868,Debit Card,No,2.9714021327598963,Small
CUST0446,39,Uber Eats,Occasionally,Healthy Food,Afternoon,Slow,2.554361710925541,UPI,Yes,4.497411847433289,Large
CUST0447,26,Uber Eats,Monthly,Desserts,Afternoon,Slow,4.983834268452485,UPI,No,4.848665325295826,Small
CUST0448,58,Swiggy,Occasionally,Desserts,Afternoon,Fast,2.032954423296621,Credit Card,Yes,2.6959344946453885,Medium
CUST0449,34,Uber Eats,Monthly,Desserts,Afternoon,Fast,4.251203455467964,Credit Card,No,3.034729448927683,Small
CUST0450,28,Zomato,Monthly,Beverages,Evening,Medium,1.7117179465465195,Debit Card,No,3.923189465297114,Large
CUST0451,65,Uber Eats,Monthly,Desserts,Afternoon,Medium,1.2775939253485733,Debit Card,Yes,2.91862379007951,Small
CUST0452,46,Zomato,Daily,Desserts,Morning,Medium,4.917687920587847,Debit Card,No,3.0600459481812075,Large
CUST0453,53,Uber Eats,Occasionally,Beverages,Afternoon,Fast,1.8026764574736918,Cash on Delivery,No,4.991817703150932,Medium
CUST0454,63,Swiggy,Occasionally,Desserts,Morning,Fast,2.5705377810729195,UPI,Yes,4.552322135341446,Medium
CUST0455,45,Uber Eats,Monthly,Healthy Food,Night,Medium,3.581932708384314,Cash on Delivery,No,3.7915278114286535,Large
CUST0456,53,Swiggy,Weekly,Fast Food,Morning,Fast,1.433721874471682,Cash on Delivery,Yes,2.6218858067363575,Small
CUST0457,18,Uber Eats,Monthly,Healthy Food,Evening,Medium,3.162528627178291,Debit Card,Yes,3.4651464280540942,Medium
CUST0458,25,Swiggy,Daily,Healthy Food,Morning,Slow,2.725014305662706,UPI,Yes,4.6435456225692455,Small
CUST0459,22,Zomato,Monthly,Fast Food,Evening,Slow,3.4558651639025855,Debit Card,Yes,3.9836690428045465,Small
CUST0460,62,Zomato,Daily,Healthy Food,Morning,Fast,1.4249988470259076,UPI,Yes,3.8566402919584184,Large
CUST0461,27,Zomato,Monthly,Fast Food,Afternoon,Slow,2.7663268362104985,UPI,Yes,3.810366855094576,Small
CUST0462,52,Zomato,Occasionally,Healthy Food,Night,Medium,2.0359850258614753,Debit Card,No,3.9986718101817553,Large
CUST0463,20,Swiggy,Monthly,Beverages,Evening,Medium,1.1394435785090775,Credit Card,No,1.9769049881166798,Large
CUST0464,41,Swiggy,Occasionally,Beverages,Evening,Fast,1.281649308542745,Cash on Delivery,No,3.9559326070897014,Small
CUST0465,55,Zomato,Weekly,Desserts,Afternoon,Medium,3.910180605965744,UPI,No,4.803473559631674,Small
CUST0466,53,Zomato,Weekly,Beverages,Afternoon,Slow,4.108948661264242,Debit Card,Yes,4.293453574155805,Medium
CUST0467,27,Zomato,Monthly,Fast Food,Morning,Medium,1.0750591724071619,Cash on Delivery,Yes,4.521327583341043,Large
CUST0468,45,Uber Eats,Monthly,Desserts,Evening,Slow,2.9908055111424408,Cash on Delivery,Yes,3.11244567287201,Small
CUST0469,26,Zomato,Weekly,Healthy Food,Morning,Fast,3.6114613306622285,Debit Card,No,3.4367744339214554,Small
CUST0470,20,Swiggy,Daily,Beverages,Afternoon,Fast,1.0034705678490914,Credit Card,Yes,3.4294941857055434,Small
CUST0471,37,Swiggy,Weekly,Desserts,Evening,Medium,1.15134253098386,Credit Card,No,4.858589535013804,Medium
CUST0472,41,Swiggy,Weekly,Beverages,Night,Slow,2.561935283733501,Debit Card,Yes,3.698088673656742,Medium
CUST0473,20,Uber Eats,Daily,Desserts,Night,Fast,1.6064298957602738,Credit Card,Yes,4.5277222622546685,Small
CUST0474,40,Uber Eats,Weekly,Fast Food,Evening,Medium,2.319323477286623,Cash on Delivery,No,3.0940656633317056,Small
CUST0475,31,Uber Eats,Weekly,Fast Food,Evening,Medium,2.5653214625907017,Debit Card,Yes,1.9002743117455898,Small
CUST0476,61,Uber Eats,Daily,Healthy Food,Afternoon,Slow,1.0148150180394349,UPI,No,1.3004894962027946,Medium
CUST0477,33,Swiggy,Daily,Desserts,Evening,Slow,3.8304226082536896,Debit Card,Yes,4.357635740438663,Medium
CUST0478,60,Uber Eats,Occasionally,Fast Food,Evening,Fast,4.083962514718754,Credit Card,Yes,3.054737936058388,Small
CUST0479,24,Uber Eats,Monthly,Healthy Food,Night,Slow,2.912557704331209,Cash on Delivery,No,4.809934408989744,Medium
CUST0480,40,Uber Eats,Occasionally,Desserts,Afternoon,Slow,2.615651006819282,Cash on Delivery,Yes,2.6908890752645687,Small
CUST0481,53,Zomato,Daily,Healthy Food,Morning,Slow,3.9110696846525976,UPI,Yes,2.5163790634418715,Medium
CUST0482,44,Swiggy,Weekly,Fast Food,Evening,Slow,4.2491026158744605,Debit Card,No,2.493134795717251,Small
CUST0483,57,Uber Eats,Daily,Healthy Food,Afternoon,Fast,1.2803987425604078,Credit Card,No,1.4529340367900905,Medium
CUST0484,65,Zomato,Weekly,Desserts,Afternoon,Fast,1.9033873678239392,UPI,No,4.656180700035786,Small
CUST0485,27,Swiggy,Occasionally,Beverages,Night,Fast,2.5376954959081215,Debit Card,No,1.9990608940042973,Medium
CUST0486,33,Uber Eats,Occasionally,Fast Food,Evening,Medium,3.7570452337854103,Credit Card,Yes,3.156478489958556,Large
CUST0487,28,Swiggy,Occasionally,Desserts,Evening,Medium,4.11931954270799,Credit Card,No,4.065655644470636,Small
CUST0488,29,Swiggy,Weekly,Desserts,Afternoon,Medium,1.4848146011604033,Cash on Delivery,No,1.4714616027493697,Small
CUST0489,44,Zomato,Monthly,Healthy Food,Evening,Slow,3.1412163059426,Cash on Delivery,No,2.1967119718529187,Large
CUST0490,19,Uber Eats,Monthly,Fast Food,Night,Slow,4.966405521599004,Cash on Delivery,No,2.1741801579222315,Medium
CUST0491,29,Swiggy,Monthly,Beverages,Night,Fast,2.333758851344458,Credit Card,No,1.852263778514692,Medium
CUST0492,65,Zomato,Daily,Beverages,Night,Fast,2.211312305945599,Debit Card,No,3.952102888559593,Medium
CUST0493,39,Swiggy,Daily,Healthy Food,Evening,Slow,1.220778692730442,Debit Card,No,3.2753677783495627,Large
CUST0494,44,Swiggy,Weekly,Fast Food,Evening,Medium,4.988063185179945,Debit Card,Yes,1.8698527790026773,Medium
CUST0495,60,Zomato,Daily,Beverages,Night,Medium,3.588297638018935,UPI,Yes,2.2192791977259216,Small
CUST0496,65,Swiggy,Weekly,Fast Food,Morning,Medium,2.4614214460440365,UPI,Yes,4.732445775244681,Small
CUST0497,33,Zomato,Occasionally,Healthy Food,Afternoon,Medium,4.413368313340113,Cash on Delivery,Yes,3.57189454184559,Medium
CUST0498,35,Uber Eats,Weekly,Fast Food,Morning,Fast,2.3602511608736747,Cash on Delivery,No,4.302909549874599,Small
CUST0499,28,Swiggy,Daily,Fast Food,Evening,Medium,4.364726348508577,Debit Card,Yes,1.1417165081326477,Small
CUST0500,62,Uber Eats,Occasionally,Fast Food,Afternoon,Medium,4.0418123235257895,Cash on Delivery,No,2.852227923050341,Large
CUST0501,24,Uber Eats,Occasionally,Healthy Food,Afternoon,Slow,2.159834672444837,Debit Card,Yes,3.4709947660074167,Large
CUST0502,42,Swiggy,Weekly,Healthy Food,Evening,Slow,1.8124818854516236,Debit Card,No,2.9530658441035964,Large
CUST0503,20,Zomato,Monthly,Healthy Food,Morning,Fast,3.217901886681651,UPI,No,2.4229762555924386,Large
CUST0504,48,Swiggy,Daily,Beverages,Morning,Medium,4.870051842455974,Debit Card,No,3.462120993743952,Small
CUST0505,32,Swiggy,Daily,Desserts,Morning,Fast,3.642936354607438,Cash on Delivery,Yes,2.314207205127199,Small
CUST0506,30,Zomato,Monthly,Fast Food,Morning,Medium,2.1954813806975566,Debit Card,No,2.4155709775437133,Medium
CUST0507,47,Zomato,Daily,Desserts,Night,Slow,2.5604189007419556,Cash on Delivery,No,1.020617644480517,Medium
CUST0508,40,Swiggy,Monthly,Fast Food,Afternoon,Medium,1.4270720669811086,Debit Card,Yes,4.560785106493043,Medium
CUST0509,37,Zomato,Monthly,Fast Food,Morning,Slow,3.7553703295964334,Credit Card,Yes,1.7446308255811953,Large
CUST0510,32,Uber Eats,Occasionally,Fast Food,Evening,Fast,2.9460141684073946,UPI,Yes,2.4181292953748623,Large
CUST0511,32,Zomato,Occasionally,Healthy Food,Night,Medium,4.540856618666389,UPI,No,1.4053511151910962,Large
CUST0512,19,Uber Eats,Weekly,Beverages,Afternoon,Fast,2.751934997300034,Debit Card,No,2.9681844770176538,Small
CUST0513,60,Uber Eats,Occasionally,Healthy Food,Evening,Fast,1.7578579825145884,Cash on Delivery,No,1.338975117477672,Small
CUST0514,30,Uber Eats,Monthly,Fast Food,Night,Fast,1.1427931545106387,Debit Card,Yes,3.0572743981632575,Large
CUST0515,43,Zomato,Weekly,Desserts,Afternoon,Slow,1.101458421937794,UPI,Yes,1.6148426655149177,Large
CUST0516,39,Zomato,Daily,Fast Food,Evening,Medium,4.985534238605065,Cash on Delivery,No,1.4953705940577122,Medium
CUST0517,35,Swiggy,Monthly,Fast Food,Afternoon,Fast,1.9539405253300828,Credit Card,No,2.9496486189040674,Small
CUST0518,22,Zomato,Weekly,Beverages,Night,Slow,2.555070133894462,Credit Card,No,1.6225216021969198,Small
CUST0519,35,Zomato,Occasionally,Fast Food,Morning,Fast,4.170956687347651,Cash on Delivery,No,3.6265337839762792,Large
CUST0520,40,Uber Eats,Monthly,Healthy Food,Night,Fast,3.5736305507341286,Debit Card,No,1.9043809315770468,Small
CUST0521,59,Zomato,Weekly,Beverages,Evening,Slow,2.9987366060596714,UPI,No,2.5814353041145046,Large
CUST0522,50,Zomato,Daily,Beverages,Morning,Fast,4.859815383978196,Cash on Delivery,No,2.1971398104576974,Small
CUST0523,43,Uber Eats,Monthly,Beverages,Afternoon,Fast,4.2471123471649666,Debit Card,No,2.713365879422229,Large
CUST0524,61,Zomato,Monthly,Fast Food,Afternoon,Slow,4.8662965594480525,Cash on Delivery,No,1.7287281613477283,Large
CUST0525,52,Uber Eats,Weekly,Beverages,Afternoon,Fast,1.065673143775543,Cash on Delivery,No,4.246175416394522,Small
CUST0526,39,Zomato,Weekly,Beverages,Night,Medium,2.357140423537923,UPI,No,1.4347799715211762,Small
CUST0527,19,Zomato,Occasionally,Healthy Food,Afternoon,Fast,2.35087441765602,Credit Card,No,2.754288275727023,Medium
CUST0528,25,Swiggy,Occasionally,Desserts,Afternoon,Medium,3.884047956550554,Credit Card,Yes,4.357429845313927,Small
CUST0529,34,Zomato,Monthly,Healthy Food,Afternoon,Slow,2.622031423991534,Credit Card,Yes,1.6473372024260282,Small
CUST0530,29,Uber Eats,Daily,Healthy Food,Night,Fast,1.8467127027244477,Credit Card,No,2.414951108309361,Small
CUST0531,55,Zomato,Occasionally,Desserts,Evening,Medium,3.6153997381721856,UPI,Yes,2.73584061878354,Medium
CUST0532,34,Swiggy,Daily,Desserts,Morning,Medium,3.092478557180475,Debit Card,No,2.436946984636076,Small
CUST0533,20,Zomato,Weekly,Beverages,Afternoon,Medium,4.760359158458645,Cash on Delivery,Yes,4.482056281245334,Small
CUST0534,24,Zomato,Weekly,Healthy Food,Night,Fast,4.480800118275147,UPI,No,1.7938584718306552,Small
CUST0535,56,Uber Eats,Occasionally,Fast Food,Afternoon,Medium,3.146245573429871,Credit Card,Yes,1.7582682754069494,Large
CUST0536,45,Swiggy,Monthly,Healthy Food,Morning,Fast,3.9642059975667507,Credit Card,No,1.1610252301001647,Large
CUST0537,40,Zomato,Weekly,Desserts,Evening,Slow,1.9319426394944132,UPI,Yes,2.5781840211467673,Small
CUST0538,64,Zomato,Daily,Beverages,Evening,Slow,1.2881338905357618,Cash on Delivery,No,3.9756959477428646,Medium
CUST0539,38,Uber Eats,Monthly,Beverages,Afternoon,Fast,3.9418388945338267,UPI,Yes,4.603991241204934,Medium
CUST0540,45,Zomato,Occasionally,Beverages,Morning,Fast,2.9555788533041336,Cash on Delivery,Yes,1.6412500043572429,Medium
CUST0541,56,Zomato,Weekly,Fast Food,Afternoon,Slow,1.0762520274883398,UPI,Yes,1.795967696558709,Small
CUST0542,50,Zomato,Occasionally,Fast Food,Evening,Slow,4.628715512693496,Debit Card,Yes,2.9171799409299743,Small
CUST0543,25,Swiggy,Monthly,Desserts,Night,Medium,3.473488332206061,Credit Card,No,3.660971581427118,Medium
CUST0544,42,Zomato,Monthly,Beverages,Night,Slow,1.9707302064090015,Debit Card,Yes,2.0631984805700867,Large
CUST0545,54,Uber Eats,Monthly,Healthy Food,Night,Medium,3.5951456764500658,UPI,Yes,2.6843812909444518,Large
CUST0546,30,Swiggy,Daily,Beverages,Morning,Slow,1.0574608198478521,Debit Card,No,3.2004946915974495,Large
CUST0547,34,Zomato,Monthly,Healthy Food,Morning,Slow,3.5306458190070984,Cash on Delivery,Yes,4.199280341915383,Medium
CUST0548,20,Zomato,Monthly,Healthy Food,Evening,Fast,4.61864940247945,UPI,No,3.857283834440529,Medium
CUST0549,63,Swiggy,Weekly,Fast Food,Morning,Slow,4.282956892064128,Cash on Delivery,No,2.29955079409748,Large
CUST0550,45,Zomato,Daily,Beverages,Evening,Slow,1.3891689615304643,Debit Card,No,4.057570838342234,Medium
CUST0551,18,Zomato,Daily,Desserts,Evening,Slow,3.444903557619136,Credit Card,No,4.52706612348187,Medium
CUST0552,51,Uber Eats,Occasionally,Beverages,Afternoon,Fast,4.341408627958372,UPI,Yes,3.0074343301652235,Large
CUST0553,52,Swiggy,Monthly,Beverages,Night,Medium,1.2558304613173057,Cash on Delivery,Yes,4.694245002922212,Medium
CUST0554,61,Uber Eats,Weekly,Desserts,Night,Slow,4.269881579468584,Debit Card,No,4.372251654435376,Small
CUST0555,64,Zomato,Occasionally,Desserts,Evening,Slow,1.4567187278611509,UPI,Yes,2.5553940275733966,Medium
CUST0556,65,Uber Eats,Monthly,Beverages,Morning,Slow,3.379909628605104,Credit Card,No,1.438931136062103,Small
CUST0557,65,Zomato,Daily,Desserts,Evening,Fast,3.462514109032527,UPI,No,1.431518339893608,Small
CUST0558,60,Swiggy,Monthly,Healthy Food,Night,Medium,1.2524404467479444,Credit Card,No,1.084608826819765,Large
CUST0559,30,Swiggy,Monthly,Fast Food,Afternoon,Fast,1.8105645604792673,Debit Card,No,1.6221679551637336,Large
CUST0560,41,Swiggy,Weekly,Desserts,Night,Fast,2.3493724409199066,Cash on Delivery,No,3.0000037256970686,Medium
CUST0561,45,Uber Eats,Weekly,Healthy Food,Evening,Medium,4.343583791917347,UPI,Yes,4.069539805782964,Medium
CUST0562,22,Uber Eats,Weekly,Fast Food,Evening,Fast,3.951713612031872,UPI,No,1.9460197404634902,Small
CUST0563,60,Zomato,Occasionally,Desserts,Night,Slow,2.6080344415973107,Cash on Delivery,Yes,3.713241274053924,Large
CUST0564,39,Swiggy,Weekly,Fast Food,Night,Slow,1.4832097582773347,UPI,No,2.3685639926691366,Large
CUST0565,57,Uber Eats,Occasionally,Beverages,Morning,Medium,3.7363535337438285,UPI,Yes,4.905754107150043,Medium
CUST0566,38,Zomato,Monthly,Desserts,Afternoon,Fast,3.183539186040443,UPI,Yes,3.949726224184897,Small
CUST0567,60,Uber Eats,Occasionally,Healthy Food,Night,Medium,2.2863595436938726,UPI,Yes,2.7373140597400965,Small
CUST0568,25,Zomato,Occasionally,Healthy Food,Afternoon,Slow,4.858769559654643,Cash on Delivery,No,2.1578665161795425,Large
CUST0569,64,Uber Eats,Weekly,Fast Food,Afternoon,Fast,1.8529273499318326,Debit Card,Yes,2.9437169755284454,Medium
CUST0570,37,Uber Eats,Weekly,Healthy Food,Morning,Fast,1.182346182855524,UPI,No,4.043599588541744,Medium
CUST0571,50,Uber Eats,Daily,Healthy Food,Evening,Medium,1.6937905948014178,Cash on Delivery,No,1.9909891968254194,Medium
CUST0572,37,Swiggy,Occasionally,Desserts,Afternoon,Slow,1.2528875506146395,Debit Card,No,1.6099828997030428,Medium
CUST0573,60,Swiggy,Monthly,Fast Food,Afternoon,Medium,2.0955734295021533,Cash on Delivery,Yes,3.0449593420881103,Large
CUST0574,44,Uber Eats,Daily,Healthy Food,Afternoon,Slow,4.030200344775746,Credit Card,No,1.9978671455722696,Large
CUST0575,38,Zomato,Daily,Beverages,Afternoon,Slow,1.6722034125416214,Debit Card,Yes,4.066910419315695,Medium
CUST0576,43,Zomato,Daily,Desserts,Evening,Medium,2.4797093735160747,Debit Card,No,4.456667222485862,Medium
CUST0577,62,Swiggy,Weekly,Healthy Food,Morning,Fast,1.6600245070058466,Credit Card,No,4.977028241782062,Large
CUST0578,36,Swiggy,Weekly,Healthy Food,Afternoon,Fast,1.9745784379743196,Debit Card,Yes,1.9894174833992255,Small
CUST0579,53,Swiggy,Weekly,Healthy Food,Night,Medium,3.3279432070463564,Debit Card,No,4.282437665139405,Large
CUST0580,26,Uber Eats,Monthly,Desserts,Evening,Slow,1.5334835082282972,Credit Card,No,1.7936498365966327,Medium
CUST0581,30,Zomato,Occasionally,Desserts,Morning,Medium,4.164209182481965,Cash on Delivery,Yes,3.825843595943359,Medium
CUST0582,44,Swiggy,Daily,Fast Food,Night,Fast,3.5287784520519225,UPI,No,4.239809873791483,Small
CUST0583,60,Uber Eats,Weekly,Desserts,Night,Medium,2.5045242243308317,Debit Card,Yes,3.8045798161761972,Large
CUST0584,42,Swiggy,Occasionally,Healthy Food,Night,Slow,1.6310146455654597,Cash on Delivery,Yes,3.009335774514092,Medium
CUST0585,61,Zomato,Daily,Healthy Food,Afternoon,Slow,4.518507763355001,Cash on Delivery,No,1.72475299801436,Medium
CUST0586,65,Zomato,Occasionally,Beverages,Afternoon,Fast,1.3228904308780902,Credit Card,Yes,4.970206673588512,Large
CUST0587,29,Swiggy,Daily,Desserts,Night,Medium,1.02889597950616,Cash on Delivery,No,3.3647847959073753,Small
CUST0588,57,Uber Eats,Occasionally,Healthy Food,Morning,Medium,4.70454782513205,Credit Card,No,3.537908767125788,Medium
CUST0589,54,Zomato,Weekly,Beverages,Afternoon,Slow,3.826964993827217,Cash on Delivery,No,1.9175367689270133,Small
CUST0590,37,Zomato,Occasionally,Fast Food,Morning,Slow,3.374922093359087,UPI,Yes,1.5291832507039058,Small
CUST0591,43,Zomato,Occasionally,Fast Food,Afternoon,Fast,2.1349261825150916,Cash on Delivery,No,1.1534657261926422,Large
CUST0592,53,Swiggy,Daily,Fast Food,Afternoon,Fast,3.774014109593981,Cash on Delivery,No,4.961595183377784,Medium
CUST0593,18,Uber Eats,Occasionally,Healthy Food,Afternoon,Fast,4.168962859289726,Cash on Delivery,No,4.71639332610992,Large
CUST0594,37,Uber Eats,Monthly,Healthy Food,Morning,Slow,2.904049893985937,Credit Card,No,2.705211908151547,Medium
CUST0595,36,Uber Eats,Daily,Fast Food,Afternoon,Medium,1.5075696768212383,Debit Card,No,3.4658694326771347,Medium
CUST0596,31,Uber Eats,Occasionally,Beverages,Morning,Slow,1.572351444954446,Credit Card,Yes,1.3637417216405305,Large
CUST0597,45,Uber Eats,Monthly,Fast Food,Afternoon,Slow,2.0837989903416294,UPI,Yes,1.2038214618072702,Large
CUST0598,55,Swiggy,Daily,Desserts,Evening,Fast,2.8016765240440167,Credit Card,Yes,2.629188761859273,Large
CUST0599,56,Swiggy,Weekly,Healthy Food,Afternoon,Fast,1.9570150356915477,Debit Card,Yes,2.2257837861823693,Medium
CUST0600,59,Uber Eats,Daily,Healthy Food,Night,Fast,1.6981957438748472,UPI,No,3.5332399004734856,Medium
CUST0601,38,Uber Eats,Daily,Desserts,Morning,Slow,3.7666942786461473,Debit Card,No,1.9257105953030358,Small
CUST0602,47,Swiggy,Occasionally,Healthy Food,Evening,Medium,3.3850878828764097,Debit Card,No,2.3447114058159544,Small
CUST0603,46,Swiggy,Monthly,Desserts,Morning,Medium,3.868795022365082,UPI,Yes,2.91678095046728,Small
CUST0604,46,Uber Eats,Daily,Fast Food,Afternoon,Medium,3.4481992706745284,Debit Card,No,3.039454770895029,Medium
CUST0605,61,Uber Eats,Daily,Fast Food,Night,Medium,1.3520847745892897,Credit Card,Yes,3.575492622007593,Medium
CUST0606,31,Swiggy,Daily,Healthy Food,Night,Slow,4.305934392886848,Debit Card,No,2.217159959973542,Small
CUST0607,50,Zomato,Occasionally,Healthy Food,Night,Fast,2.2047990664200054,Cash on Delivery,Yes,2.076984356748347,Medium
CUST0608,48,Uber Eats,Daily,Fast Food,Afternoon,Fast,2.675143480437101,Credit Card,No,2.1222237629592042,Small
CUST0609,65,Zomato,Monthly,Desserts,Afternoon,Medium,3.230841613877982,Debit Card,Yes,2.4040980551119326,Small
CUST0610,28,Uber Eats,Occasionally,Fast Food,Night,Slow,1.7676114474984352,Cash on Delivery,No,2.6722967996289917,Small
CUST0611,60,Uber Eats,Weekly,Desserts,Afternoon,Medium,4.946414099043578,Credit Card,No,2.279363539669103,Large
CUST0612,23,Uber Eats,Weekly,Beverages,Afternoon,Medium,4.907165917625542,UPI,No,1.1902255768105872,Medium
CUST0613,36,Uber Eats,Occasionally,Fast Food,Evening,Slow,3.4756837595075756,Credit Card,Yes,1.1635565161864734,Medium
CUST0614,50,Zomato,Monthly,Desserts,Afternoon,Medium,4.450924240384348,UPI,Yes,1.2085225480923278,Small
CUST0615,60,Swiggy,Occasionally,Desserts,Evening,Fast,4.947128490797365,Credit Card,Yes,3.979018816996801,Medium
CUST0616,58,Swiggy,Occasionally,Desserts,Night,Slow,3.0301630264304915,Cash on Delivery,Yes,1.8479102040921735,Small
CUST0617,57,Zomato,Occasionally,Healthy Food,Morning,Medium,2.856864028284886,UPI,Yes,2.888232656722049,Small
CUST0618,39,Swiggy,Occasionally,Healthy Food,Afternoon,Fast,3.505856980661367,Credit Card,No,4.6339278997934406,Medium
CUST0619,23,Swiggy,Daily,Beverages,Night,Slow,1.832434811485606,UPI,Yes,1.4030467996271705,Large
CUST0620,33,Swiggy,Weekly,Beverages,Night,Medium,1.212276077083319,Debit Card,Yes,1.7393600121814918,Small
CUST0621,61,Swiggy,Monthly,Desserts,Afternoon,Medium,1.45071648945251,Credit Card,Yes,4.793312743046473,Large
CUST0622,37,Swiggy,Daily,Healthy Food,Morning,Fast,1.596869667924754,Credit Card,Yes,2.4543249706710024,Medium
CUST0623,32,Uber Eats,Weekly,Desserts,Morning,Slow,4.375126778142864,Cash on Delivery,No,2.2174267802097978,Small
CUST0624,30,Zomato,Occasionally,Healthy Food,Afternoon,Medium,4.6459374867204675,Cash on Delivery,No,1.387548883823977,Medium
CUST0625,27,Swiggy,Weekly,Healthy Food,Night,Fast,2.9900593512154763,Cash on Delivery,Yes,1.0546463335442993,Large
CUST0626,19,Swiggy,Weekly,Beverages,Afternoon,Fast,1.639038374130208,UPI,Yes,3.207072906805981,Medium
CUST0627,20,Swiggy,Daily,Desserts,Morning,Medium,4.690692157838214,Credit Card,No,4.447897080490234,Small
CUST0628,33,Uber Eats,Daily,Desserts,Afternoon,Medium,1.2161104573267947,UPI,Yes,2.3248469340970725,Large
CUST0629,48,Swiggy,Monthly,Healthy Food,Night,Slow,2.4567722763140356,Credit Card,No,3.9651684108387006,Small
CUST0630,57,Swiggy,Occasionally,Healthy Food,Morning,Fast,1.8383590112528694,Cash on Delivery,Yes,2.4455398542562725,Medium
CUST0631,22,Zomato,Occasionally,Fast Food,Morning,Fast,2.0055271188704555,UPI,No,4.115233230260344,Medium
CUST0632,47,Uber Eats,Occasionally,Beverages,Morning,Slow,3.467277401839306,Debit Card,Yes,3.1154482544873296,Large
CUST0633,44,Swiggy,Weekly,Fast Food,Night,Medium,4.560318373394251,Debit Card,Yes,2.4863691400960746,Small
CUST0634,58,Zomato,Weekly,Healthy Food,Afternoon,Slow,2.812590510944053,Credit Card,No,3.600993373273222,Large
CUST0635,54,Zomato,Occasionally,Desserts,Morning,Slow,1.4176843983059193,UPI,No,1.840133207569337,Small
CUST0636,30,Zomato,Monthly,Healthy Food,Night,Slow,1.2098263181704683,UPI,No,2.5361974265346277,Small
CUST0637,63,Zomato,Weekly,Fast Food,Night,Slow,3.1494425587620616,Credit Card,Yes,4.548775199245378,Large
CUST0638,62,Swiggy,Monthly,Beverages,Evening,Slow,1.6321824427095657,Credit Card,Yes,1.521941620992381,Medium
CUST0639,42,Zomato,Weekly,Healthy Food,Morning,Fast,1.1162609006482778,Cash on Delivery,Yes,3.970349746997211,Large
CUST0640,49,Uber Eats,Daily,Desserts,Night,Medium,3.0596148704309787,Credit Card,No,1.4814173889469782,Large
CUST0641,43,Uber Eats,Daily,Fast Food,Afternoon,Fast,1.283437993975853,Cash on Delivery,No,3.3462458243468456,Large
CUST0642,33,Swiggy,Occasionally,Healthy Food,Night,Slow,1.941199324172827,UPI,Yes,4.648707326771062,Small
CUST0643,27,Zomato,Daily,Desserts,Night,Fast,2.7792835710259274,Debit Card,No,3.6174206381264074,Large
CUST0644,59,Uber Eats,Weekly,Desserts,Evening,Medium,3.31904710310615,Debit Card,Yes,1.761734401968941,Large
CUST0645,62,Zomato,Weekly,Healthy Food,Morning,Medium,2.6762650966272172,Cash on Delivery,Yes,3.818640215568834,Medium
CUST0646,18,Uber Eats,Daily,Fast Food,Night,Slow,3.988347014094965,Credit Card,Yes,4.702002558071536,Large
CUST0647,24,Uber Eats,Daily,Desserts,Afternoon,Medium,4.593491027524619,Credit Card,No,1.299518404657185,Medium
CUST0648,45,Uber Eats,Daily,Beverages,Evening,Medium,1.920252942412355,Debit Card,No,3.1863160913887727,Medium
CUST0649,32,Swiggy,Occasionally,Fast Food,Night,Slow,1.4405314721504516,Debit Card,No,2.371591875001085,Medium
CUST0650,29,Uber Eats,Daily,Desserts,Afternoon,Fast,1.9111282556672133,Cash on Delivery,Yes,3.9014026365935357,Small
CUST0651,62,Zomato,Weekly,Healthy Food,Morning,Fast,1.9484734457060058,Cash on Delivery,No,4.958578460245967,Small
CUST0652,51,Swiggy,Daily,Healthy Food,Evening,Slow,2.650381829437205,UPI,Yes,1.80799646775596,Small
CUST0653,47,Swiggy,Occasionally,Fast Food,Night,Fast,1.7998233251432292,Debit Card,No,3.883077864458333,Medium
CUST0654,21,Uber Eats,Occasionally,Desserts,Evening,Slow,4.565460599084579,Credit Card,No,1.175244424576519,Medium
CUST0655,53,Swiggy,Weekly,Desserts,Afternoon,Slow,1.294118865459867,UPI,Yes,1.7668269103232785,Small
CUST0656,33,Uber Eats,Weekly,Fast Food,Morning,Slow,3.340369030368558,Cash on Delivery,Yes,3.2019827279926276,Medium
CUST0657,25,Zomato,Daily,Fast Food,Morning,Fast,1.217357423618103,Cash on Delivery,Yes,2.0101020303841426,Medium
CUST0658,47,Swiggy,Weekly,Fast Food,Morning,Fast,2.7434602422994754,UPI,No,4.508301370124672,Small
CUST0659,26,Uber Eats,Monthly,Beverages,Morning,Medium,1.864660648342583,Debit Card,Yes,4.413753177109004,Small
CUST0660,47,Swiggy,Weekly,Beverages,Night,Slow,3.437734200209107,UPI,No,4.627259390364469,Medium
CUST0661,60,Swiggy,Monthly,Beverages,Afternoon,Slow,1.71224306188018,Credit Card,Yes,4.900504629234657,Small
CUST0662,51,Zomato,Monthly,Healthy Food,Evening,Slow,2.4939403276564063,UPI,No,4.579652111709477,Large
